source_path,source_relative_path,stage,input_format,decoder_method,status,input_bytes,output_bytes,expected_length,eof_verified,note
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.MSnd1990.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.MSnd1990.Z,1,unix_compress_lzw,internal_compress_lzw,complete,1752,3837,,yes,compress stream reached clean input exhaustion; no original length field exists
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.MSnd1990.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.MSnd1990.Z,2,unknown,,terminal_plain_or_unknown,3837,3837,,yes,no further pack/compress magic detected
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.MSno1990.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.MSno1990.Z,1,unix_compress_lzw,internal_compress_lzw,partial,1758,1081,,no,compress invalid code 877 with table end 744
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.MSwd1990.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.MSwd1990.Z,1,unix_compress_lzw,internal_compress_lzw,partial,1780,1855,,no,compress invalid code 1555 with table end 1025
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.MSwo1990.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.MSwo1990.Z,1,unix_compress_lzw,internal_compress_lzw,complete,1785,3836,,yes,compress stream reached clean input exhaustion; no original length field exists
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.MSwo1990.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.MSwo1990.Z,2,unknown,,terminal_plain_or_unknown,3836,3836,,yes,no further pack/compress magic detected
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.NETCAP.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.NETCAP.Z,1,unix_compress_lzw,internal_compress_lzw,partial,7794,3202,,no,compress invalid code 1699 with table end 1354
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.sigstat.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.sigstat.Z,1,unix_compress_lzw,internal_compress_lzw,partial,145157,101,,no,compress invalid code 323 with table end 321
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.SIMACI.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.SIMACI.Z,1,unix_compress_lzw,internal_compress_lzw,partial,1255,859,,no,compress invalid code 835 with table end 644
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.SIMCFR.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.SIMCFR.Z,1,unix_compress_lzw,internal_compress_lzw,partial,1778,985,,no,compress invalid code 856 with table end 696
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.SIMLOS.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.SIMLOS.Z,1,unix_compress_lzw,internal_compress_lzw,partial,4648,1069,,no,compress invalid code 855 with table end 676
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.SIMVMT.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.SIMVMT.Z,1,unix_compress_lzw,internal_compress_lzw,partial,1811,163,,no,compress invalid code 435 with table end 338
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.sumdist.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.sumdist.Z,1,unix_compress_lzw,internal_compress_lzw,complete,320,1499,,yes,compress stream reached clean input exhaustion; no original length field exists
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.sumdist.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.sumdist.Z,2,unknown,,terminal_plain_or_unknown,1499,1499,,yes,no further pack/compress magic detected
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.sumtime.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.sumtime.Z,1,unix_compress_lzw,internal_compress_lzw,complete,335,1274,,yes,compress stream reached clean input exhaustion; no original length field exists
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.sumtime.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.sumtime.Z,2,unknown,,terminal_plain_or_unknown,1274,1274,,yes,no further pack/compress magic detected
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.TD1990.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.TD1990.Z,1,unix_compress_lzw,internal_compress_lzw,partial,2141,72,,no,compress invalid code 323 with table end 321
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.TG1990.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.TG1990.Z,1,unix_compress_lzw,internal_compress_lzw,partial,3596,123,,no,compress invalid code 323 with table end 321
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.TTABLE.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.TTABLE.Z,1,unix_compress_lzw,internal_compress_lzw,partial,2630,904,,no,compress invalid code 841 with table end 656
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.turnpen.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.turnpen.Z,1,unix_compress_lzw,internal_compress_lzw,partial,6858,1479,,no,compress invalid code 874 with table end 820
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.turnvols.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/rep.turnvols.Z,1,unix_compress_lzw,internal_compress_lzw,partial,10857,2,,no,compress invalid code 259 with table end 257
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/travel2ampm.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/travel2ampm.Z,1,unix_compress_lzw,internal_compress_lzw,partial,12631,2,,no,compress invalid code 259 with table end 257
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/turnvols.in.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1990apm/turnvols.in.Z,1,unix_compress_lzw,internal_compress_lzw,partial,45877,11773,,no,compress invalid code 3363 with table end 2609
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/d231.in.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/d231.in.Z,1,unix_compress_lzw,internal_compress_lzw,partial,93859,160,,no,compress invalid code 433 with table end 338
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/d231.out.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/d231.out.Z,1,unix_compress_lzw,internal_compress_lzw,partial,91451,4551,,no,compress invalid code 1751 with table end 1378
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/dyna2e.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/dyna2e.Z,1,unix_compress_lzw,internal_compress_lzw,partial,12729,2,,no,compress invalid code 259 with table end 257
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/mcsummary.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/mcsummary.Z,1,unix_compress_lzw,internal_compress_lzw,complete,584,1239,,yes,compress stream reached clean input exhaustion; no original length field exists
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/mcsummary.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/mcsummary.Z,2,unknown,,terminal_plain_or_unknown,1239,1239,,yes,no further pack/compress magic detected
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/rep.521dd.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/rep.521dd.Z,1,unix_compress_lzw,internal_compress_lzw,partial,16329,912,,no,compress invalid code 836 with table end 652
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/rep.611.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/rep.611.Z,1,unix_compress_lzw,internal_compress_lzw,partial,229665,2963,,no,compress invalid code 1580 with table end 1281
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/rep.611int.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/rep.611int.Z,1,unix_compress_lzw,internal_compress_lzw,partial,109277,5276,,no,compress invalid code 1721 with table end 1482
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/rep.critical.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/rep.critical.Z,1,unix_compress_lzw,internal_compress_lzw,partial,11869,5641,,no,compress invalid code 1784 with table end 1770
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/rep.DT1991.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/rep.DT1991.Z,1,unix_compress_lzw,internal_compress_lzw,partial,1431,97,,no,compress invalid code 431 with table end 338
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/rep.interdesc.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/rep.interdesc.Z,1,unix_compress_lzw,internal_compress_lzw,partial,14218,5187,,no,compress invalid code 1748 with table end 1522
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/rep.LU1991.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/rep.LU1991.Z,1,unix_compress_lzw,internal_compress_lzw,partial,1916,114,,no,compress invalid code 323 with table end 321
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/rep.NETCAP.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/rep.NETCAP.Z,1,unix_compress_lzw,internal_compress_lzw,partial,7820,1084,,no,compress invalid code 859 with table end 708
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/rep.sigstat.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/rep.sigstat.Z,1,unix_compress_lzw,internal_compress_lzw,partial,145413,101,,no,compress invalid code 323 with table end 321
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/rep.SIMACI.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/rep.SIMACI.Z,1,unix_compress_lzw,internal_compress_lzw,complete,1261,2560,,yes,compress stream reached clean input exhaustion; no original length field exists
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/rep.SIMACI.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/rep.SIMACI.Z,2,unknown,,terminal_plain_or_unknown,2560,2560,,yes,no further pack/compress magic detected
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/rep.SIMCFR.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/rep.SIMCFR.Z,1,unix_compress_lzw,internal_compress_lzw,partial,1784,1030,,no,compress invalid code 884 with table end 716
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/rep.SIMLOS.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/rep.SIMLOS.Z,1,unix_compress_lzw,internal_compress_lzw,partial,4634,1152,,no,compress invalid code 850 with table end 704
/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-1995-02-an-evolutionary-transportation-planning-model-structure-and-application/code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/rep.SIMVMT.Z,code/legacy/model_archive/t2dyn_evolutionary_model/t2dyn/modelv/rf1991apm/rep.SIMVMT.Z,1,unix_compress_lzw,internal_compress_lzw,partial,1805,163,,no,compress invalid code 435 with table end 338
